,id,name,booth,profile,positions,employment types,location,linkedin,twitter,facebook,contact
84,3196,Health Canada and the Public Agency of Canada,186,"Health Canada is responsible for helping Canadians maintain and improve their health. It ensures that high-quality health services are accessible and works to reduce health risks. The Public Health Agency of Canada empowers Canadians to improve their health. In partnership with others, its activities focus on preventing disease and injuries, promoting good physical and mental health and providing information to support informed decision making. It values scientific excellence and provides national leadership in response to public health threats.",[''],"['Full-time|Summer|Co-op', 'Internship|Part-time ', ' Casual']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@,,"180 Queen Street West, Toronto, Ontario M5V 3L7
Evelyn Chan, HR Assistant
evelyn.chan@canada.ca, 647.646.6582"
85,3205,HESS International Educational Group,33,"Teach Abroad. Make a Difference!
Imagine life filled with fireworks, kung fu, red lanterns, karaoke, hot springs, pushcart vendors, tai chi, fried rice, cute kids, and students who want to learn. HESS International Educational Group is the most recognized English school in Taiwan. We employ more than 600 native English-speaking teachers and have more than 30 years of experience working with people just like you. In addition to our competitive salary, we guarantee your teaching hours and offer regular raises and bonuses. All majors welcome!",['Overseas Language Instructor (Gap year and career options available. All majors welcome!)'],['Full-time'],['Other'],www.hesseducation.com,@@HESSRecruit,www.facebook.com/HessInternationalEducationalGroup,"11th Floor, No. 107, Sec. 2, Minquan E. Rd., Zhongshan Dist., Taipei, Non-U.S. 10468, Taiwan
Wesley Jordan, Hiring Manager
wesley.jordan@hesseducation.com, 88.62.2592.6998"
86,3173,HollisWealth,48,HollisWealth has fostered an environment that led to the formation of one of the largest wealth management teams in Oakville: Mangrove Wealth Group. Our renowned training program has reframed the role of an advisor to adapt to today’s challenging business environment. We are committed to delivering unbiased advice that empowers our client’s decision making abilities and puts them back in the driver’s seat. Our wealth management process allows us to consistently increase our competitive advantage to bring the most to our clients.,['Investment Advisor'],['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/5002367/,@,www.facebook.com/mangrovewealthgroup/,
87,3409,Huawei,"84






85","Huawei is a leading global ICT solutions provider. Driven by a commitment to sound operations, ongoing innovation and open collaboration, we have established a competitive ICT portfolio of end-to-end solutions in telecom and enterprise networks, devices and cloud technology and services. Our ICT solutions, products and services are used in more than 170 countries and regions, serving over one-third of the world's population. With 180,000 employees, Huawei is committed to enabling the future information society and building a Better Connected World.",[''],"['Full-time|Co-op', 'Internship|Part-time ', ' Casual']","['Ontario (GTA)', 'Ontario (excluding GTA)', 'Quebec', 'Western Canada']",,@,,"Johanne Wick, HRBP
johanne.wick@huawei.com, 905.944.5000 x7650
300 Hagey Boulevard, 3rd Floor, Suite 302, Waterloo, Ontario, N2L 0A4

Kelsey Pearman, Recruitment Administrator
kelsey.pearman@huawei.com, 905.944.5000 x7553
19 Allstate Parkway, Markham, Ontario L3R 5A4"
88,3300,Indellient,82,"Indellient, a software development and IT professional services firm, empowers businesses to meet and exceed their critical technology and business objectives. Using cutting edge technology and industry best practices, we drive their businesses forward and provide efficient solutions to complex challenges. As a PROFIT500 company and a two-time winner of the Branham300 Top 250 ICT Companies, we are proud to be part of the thriving IT sector. We are rapidly growing and have offices in Oakville, Ontario and the heart of New York City.","['Oakville, Ontario: Front-End Developer', 'Infrastructure Developer', 'Software Developer', 'Technical Project Coordinator\r\nNew York City, New York: \u200bProject Manager, Data Analytics,']",['Full-time'],"['Ontario (GTA)', 'U.S.']",ca.linkedin.com/company/indellient-inc-,@Indellient,www.facebook.com/Indellient/,"2630 Bristol Circle, Unit 100, Oakville, Ontario L6H 6Z7
Japneet Gill, HR Manager
japneetg@indellient.com, 905.829.9611 x221"
89,3297,INDIVA Inc.,164,"INDIVA is a Licensed Producer helping Canadians access medical cannabis. London, ON has been our home since before we even became an LP. Some of our team members have been here helping eligible Canadians access medical cannabis for decades. It’s in this spirit of community and commitment that we continue providing compassionate access to cannabis. As a dynamic company in a growing industry, we’re looking for highly-motivated candidates who share our vision for compassionate, sustainable cannabis in Canada.","['Quality Assurance & Regulatory Affairs', 'Human Resources', 'Client Care & Customer Service', 'Social Media Management']","['Full-time|Part-time ', ' Casual']","['', 'Ontario (excluding GTA)']",www.linkedin.com/company/25005208/,@INDIVAinc,www.facebook.com/INDIVAinc/,"Perrin Adams, Events/Marketing
perrin@indiva.ca, 519.777.5341"
90,3321,InnoSoft Canada Inc.,129,"InnoSoft is the leading provider of campus recreation management software to the University market in North America with world famous customers such as Wisconsin, Michigan, Western, Waterloo, Notre Dame, Florida, UCLA, Arizona State and many more. Over the years, InnoSoft has built strong products and services to help Colleges and Universities fully manage all aspects of their recreational facilities, so that student, faculty and staff members, as well as selected outside guests, have the ability to utilize facilities and sign up for various activities and leagues.","[""We are always looking for good people!\xa0 While open positions come and go quite quickly, we are especially interested in meeting software developers, UX/UI designers as well as QA specialists.\xa0 If you are interested in other roles, let us know and we'd be happy to put you in touch with someone from that area of the business. Visit www.innosoft.ca and www.innosoftfusiongo.com for more information.""]","['Full-time|Co-op', 'Internship']","['', 'Ontario (excluding GTA)']",www.linkedin.com/company/9364901/,@innosoftfusion,www.instagram.com/innosoftfusion,
91,3189,Innovative Automation,109,Innovative Automation designs and builds custom automated machines.,"['Mechanical Design', 'Electrical Design', 'Controls Programmer', 'Mechanical Build']",['Full-time'],[''],,@IAI_Innovators,,
92,3187,Insight Global,6,"Insight Global is seeking University graduates for our Recruiting/Account Management role. We interact with our clients and consultants throughout the day in a fast-paced, high-energy environment and our employees are given the training and tools to be successful. Insight Global also only promotes from within, which means you have the opportunity to build a career with our growing company. The best candidates have gained leadership experience through internships, organizations on campus, held positions in sales/marketing, have a competitive drive and love working with people.","['Insight Global is looking for a business savvy, personable, goal-oriented University graduate with the desire to work in the people-side of business. We are currently hiring for our entry-level Recruiter/Account Manager position in our Toronto office. Insight Global is a top performing company in the rapidly growing industry of technology staffing and LinkedIn ranked us one of the top 10 companies in America for hiring entry level University grads.']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/insight-global/,@,,
93,3159,Investors Group,57,"For over 90 years, Investors Group has been providing Canadians with unique, comprehensive financial plans – helping them get more out of their money, so they can get more out of life. We are experts in many financial solutions including Insurance, RRSPs, RESPs, TFSAs, Mortgages and more. 2017 Glassdoor Award winner for one of the Top 25 Best Places to Work in Canada.
You Will Help Clients Reach Their Financial Goals By Building a Written Comprehensive Financial Plan.","['Financial Advisor\r\nThe demand for financial advisors has never been higher. Approximately 100,000 advisors in Canada will retire by 2025. There will be 10 Million clients in motion and approximately $100 Billion Assets in motion.\xa0Statistics Canada and Business magazine concluded that a career in financial planning is a major growth area.']",['Full-time'],[''],www.linkedin.com/company/investors-group,@,www.facebook.com/InvestorsGroup,
94,3194,Keyence Canada Inc.,"9






10","Founded in Japan in 1974, Keyence Corporation has steadily grown to become a leading force in industrial automation technologies, serving over 200,000 customers in over 100 countries worldwide. Keyence has expanded into an efficient global network of 19 international direct sales affiliates, with annual sales exceeding $3 Billion, and 3,300 employees worldwide.","['Technical Sales representative', 'Bilingual (French and English)\xa0Technical Support']",['Full-time'],['Ontario (GTA)'],,@,,"6775 Financial Drive, Suite 202, Mississauga, Ontario L5N 0A4
Kristin Ammari, Human Resources
kammari@keyence.com, 905.366.7655"
95,3206,Kinaxis,144,"Kinaxis is a leading provider of cloud-based software that enables our customers to revolutionize planning! Founded and headquartered in Ottawa, we are a global company with employees spanning nine different countries and three different continents. Our values don’t just enable Kinaxis to meet its goals and objectives, but they also allow our employees to grow and progress within the company while enjoying the work they do. We're always looking for people who share the same values. If you are one of them, let’s talk!","['Analytics Developer', 'Data Server\xa0Developer', 'Application\xa0Developer', 'Test\xa0Developer']","['Full-time|Summer|Co-op', 'Internship']",[''],ca.linkedin.com/company/kinaxis,@Kinaxis,www.facebook.com/Kinaxis/,"700 Silver Seven Road, Ottawa, Ontario K2V 1C3
Karolina Kural, Corporate Recruiter
kkural@kinaxis.com, 613.592.5780"
96,3129,Klenzoid Canada Inc.,153,"Klenzoid is a North American Industrial Water Management Company. We service industrial, commercial and institutional applications where water, energy and efficiency are of primary importance. Our data-driven processes help to get our clients' water systems operating at the lowest possible life-cycle cost and proactively maintain them there. Our strong growth requires us to constantly recruit young and dynamic engineers and science graduates. Our representatives are essentially their own bosses, performing their own personal best.",['Technical Representatives: Water & Energy Management'],['Full-time'],['Ontario (GTA)'],ca.linkedin.com/company/klenzoid-company-limited,@Klenzoid,,
97,3428,KMW Outreach Inc,27,We are a family owned and operated First Aid Training company. We are a certified training partner of the Canadian Red Cross. Our mission is to provide community members with the skills necessary to help friends and loved ones in the event of a medical emergency while awaiting advanced medical care. We are expanding into Water Safety with our backyard swimming lesson program!,"['KMW Outreach Inc is hiring Red Cross Water Safety Instructors for its summer backyard swimming program. Instructors will teach Red Cross Swimming Lessons to families in the community, utilizing families’ backyard pools. Families will book swimming lessons through KMW who will match the family with an available swim instructor. Instructors must hold current NL certification, as well as be a certified Red Cross Swim Instructor, or be willing to complete an instructor transfer course available through KMW Outreach Inc.']",['Summer'],"['', 'Ontario (excluding GTA)']",,@KMWOutreach,https://www.facebook.com/kmwoutreachinc/,"255 Woodlawn Road West, Unit 211, Guelph, Ontario N1H 8J1
Vicki Wannamaker, General Manager
vicki@kmwoutreach.ca, 519.998.3150"
98,3291,Knowledge First Financial,192,"Knowledge First Financial is a wholly owned subsidiary of the Knowledge First Foundation, a Not-for-Profit Corporation. For 52 years, we've successfully helped families save for post-secondary education. Our national sales force specializes in RESPs and we currently administer over $3.7 billion for more than 250,000 families. Each year, more than 25,000 students attend post-secondary school with the help of an RESP from Knowledge First Financial.","['RESP Specialist & In-Home Consultant\r\nTo be a good fit for this role, you need to be comfortable servicing young families and value saving for post-secondary education. You do not need any financial services or sales experience', 'we are not pushy sales people!\r\nKnowledge First Financial’s Sales Representatives manage the accounts of more than 250,000 families across Canada, with one focus: Make dreams possible with a Registered Education Savings Plan (RESP).']",['Full-time'],[''],www.linkedin.com/company/2637793/,@KnowledgeFirstF,www.facebook.com/McCarthy.Balian/,Employment Location - Southwestern Ontario (Working from Home)
99,3396,Konica Minolta,1,"Konica Minolta is a Global Fortune 1000 Company that has contributed to the world of imaging technology for decades. No! We are no longer a camera company! From smart office technology and information management to cloud, mobility and IT services, we have a rich history of creating the products and services necessary to make work possible from anywhere at any time. Our products and solutions help companies around the world move information faster, improve quality and productivity, enhance security, and facilitate the sharing of information.","['We are currently looking for highly engaged people to join out Sales Team as Account Executives, as well as administrative positions.']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/743346/,@,,"Careers@bt.konicaminolta.ca, 905.890.6600"
100,3228,Konrad Group,34,"Konrad is a global leader in strategy, design, and development services. We've created digital solutions for a variety of industries, and our work has been used by millions of people in over fifty countries. Let us know what you need and we'll work with you to define your goals and create pathways to meet them.","['Full Stack Developer', 'Consultant, Strategy & Technology', 'UX/UI Designer']","['Co-op', 'Internship']","['Ontario (GTA)', 'Ontario (excluding GTA)']",www.konradgroup.com/about,@konradgroup,,
101,3190,Labstat International ULC,133,"Labstat International ULC is an independent, privately owned, analytical laboratory with 40 years of leadership and experience in the analysis of matrices related to tobacco products. Our team of highly qualified Scientists, Technologists and Technicians perform testing for clients around the world in analytical chemistry, toxicology, biomarkers as well as contract research related to the development of new methodologies. Labstat’s dedication to excellence is not taken lightly, it is an intrinsic and fundamental corporate value and practiced by all employees.","['Laboratory Sample Preparation Technician, Chemistry', 'Sample Generation Technician', 'Product Preparation Technician', 'Technologist, Biological Activity', 'Analyst, Chemistry', 'Statistician', 'IT Instrumentation Technician', 'Information Technology']","['Full-time|Summer|Co-op', 'Internship|Contract']","['', 'Ontario (excluding GTA)']",www.labstat.com,@,,"262 Manitou Drive, Kitchener, Ontario N2C 1L3
Denise Salt, Human Resources Manager
hr@labstat.com, 519.748.5409 x150"
102,3255,Lafarge Canada Inc,124,"Lafarge is Canada's largest provider of diversified construction materials and a member of the global group, LafargeHolcim. With 6,000 employees and 400 sites across Canada, our mission is to provide construction solutions that build better cities and communities. The cities where Canadians live, work, and raise their families along with the community’s infrastructure benefit from the solutions provided by Lafarge consisting of aggregates, asphalt and paving, cement, precast concrete, ready-mix concrete and road construction. For more information please visit:  lafarge.ca","['Operations: Quality Technician', 'Batcher', 'Operations Coordinator', 'Engineering', 'Geolycle Coordinator', 'Reserves management', 'Environmental Engineer\r\nFunctional Corporate Roles: Business Analyst', 'Supply Chain or Procurement', 'HR', 'Finance\r\nInformation Technology (IT):\xa0ITSM Analyst', 'Developers', 'Program engineers']",['Full-time'],"['Eastern Canada', 'Ontario (excluding GTA)']",www.linkedin.com/company/3475/life/,@Lafarge_Canada,www.facebook.com/LafargeHolcim,"6509 Airport Road, Mississauga, Ontario L4V 1S7
Lucas Garby, Talent Acquisition Coordinator
lucas.garby@lafargeholcim.com, 647.225.7631"
103,3390,Lakeside Produce,196,"For 75 years, Lakeside has been focused on delivering fresh, flavorful produce to families across North America. We're passionate about great quality greens, supported by our commitment to service excellence, food safety, quality assurance, consistency and sustainability. Today, Lakeside has greenhouses and facilities spanning across North America including Leamington Ontario; Taylor, Michigan; and McAllen, Texas. We are always pushing boundaries, taking on challenges, and striving to revolutionize the produce industry.","['Greenhouse and Packhouse Manager', 'HR Administrator', 'Grower', 'Logistics Clerk', 'IPM Specialist', 'Purchasing Manager, Labels and Packaging', 'Purchasing Administrator', 'Quality Manager', 'Shipping/Receiving Manager', 'Maintenance']",['Full-time'],"['', 'Ontario (excluding GTA)']",ca.linkedin.com/company/lakeside-produce,@,facebook.com/lakesideproduce,"Ivana Lozo, Talent Acquisition Specialist
ivanal@lakesideproduce.com, 519.322.1959 x1265"
104,3218,Libro Credit Union,184,"Libro is one of the largest credit unions in southwestern Ontario, we earn 100% of revenue here and reinvest 100% of profits here. Libro supports the well-being of people, businesses and communities by providing high-quality financial coaching and profit sharing. As a 2016, 2017, 2018 Platinum Level Aon Best Employer in Canada, Libro demonstrates exceptional performance in employee engagement, leadership, performance culture and employment brand. With a full range of financial products and services, it's our passionate staff and commitment to our communities that sets us apart.",[''],"['Full-time|Summer|Co-op', 'Internship|Part-time ', ' Casual']","['', 'Ontario (excluding GTA)']",www.linkedin.com/company/1271160/,@LibroCU,www.facebook.com/librocreditunion,"217 York Street, London Ontario N6A 5P9
Christine Bandy, Human Resources Advisor
HumanResources@libro.ca, 905.765.8441 x125"
105,3382,Lixar IT,200,"Lixar is a leader in enterprise-level mobile technology products and solutions in Air, Auto, Telco and the Sports & Entertainment sectors. We create connected product platforms and software solutions specializing in Mobile, Data Science (AI), IoT and Cloud. Lixar is a proud partner of Allegiant, NASCAR and Microsoft Triple-Gold Partner in application development, advanced analytics and cloud.","['Junior Developers', 'Junior Data Scientists']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/118951/,@LixarIT,www.facebook.com/lixarit/,"373 Coventry Road, Ottawa, Ontario K1K 2C5
Laura Rodgers, Talent Acquisition Specialist
ottawacareers@lixar.com, 613.722.0688"
106,3153,Manulife,87,"Manulife is a leading Canada-based financial services group that is helping people achieve their dreams and aspirations by putting customers’ needs first and providing them with the right advice and solutions. With principal operations in Canada, the U.S. (where we operate as John Hancock) and Asia, we provide more than 20 million customers in 22 countries and territories with financial advice, insurance and wealth and asset management
solutions.","['A variety of full-time, co-op and internship positions are available, including:\r\nFinance and Accounting', 'Actuarial', 'Data Analytics', 'Communication and Branding', 'Human Resources', 'Investments', 'Information Technology', 'Marketing', 'Risk', 'Sales']","['Full-time|Summer|Co-op', 'Internship']","['Eastern Canada', 'Ontario (GTA)', 'Ontario (excluding GTA)', 'U.S.']",www.linkedin.com/groups/6532678,@manulife,www.facebook.com/manulife,"200 Bloor Street East, Toronto, Ontario M4W 1E5
Campus Talent Acquisition: campustalentacquisition@manulife.com"
107,3265,Manulife Securities Incorporated,71,"Manulife Securities has $34.4 billion* in assets under administration and is a wholly-owned subsidiary of Manulife Financial – a leading Canada-based financial services group with principal operations in Asia, Canada and the United States. Manulife Securities advisors are financial professionals that can offer an array of solutions to help meet your individual needs.
*As of January 31, 2017","['Hiring only for Manulife Securities: Investment Advisor career program. To qualifiy for an itnerview you must be graduating within 12-16 months. Please email your resumes to jason.nakhoul@manulifesecurities.ca.\r\nWe do not have access to other Manulife positions.\xa0 For all other positions, please visit http://www.manulife.com/Career-Paths.']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/in/jasonnakhoul,@,,"Jason Nakhoul, Investment Advisor, Manulife Securities Incorporated
Address 2010 Winston Park Drive, Suite 200, Oakville, Ontario L6H 6P5
Jason.nakhoul@manulifesecurities.ca, 289.291.7777"
108,3161,MCAP,108,"MCAP is one of Canada's largest independent mortgage financing companies, with over $63 billion in assets under administration. The company operates in two key lines of business: residential mortgages and commercial mortgages and development finance. Comprised of 700 employees in 8 offices, MCAP originates, securitizes, trades and services mortgages across Canada. MCAP has a stable of more than 25 institutional investors and over 225,000 mortgage loans across Canada.",[''],"['Full-time|Co-op', 'Internship']",['Ontario (GTA)'],www.linkedin.com/feed/,@,,"400-200 King Street West, Toronto, Ontario, M5H 3T4
Vittoria Sgambelluri, Manager, Talent Acquisition  - Human Resources
careers@mcap.com, 519.743.7800 x2519"
109,3397,McKellar Structured Settlements Inc.,121,"McKellar Structured Settlements Inc., located in Guelph, is a mid-sized, entrepreneurial minded financial/legal firm that demands excellence and rewards it accordingly. We place highly specialized annuities with life insurance companies to provide tax-free financial security to injured people and their families. Our clients in the legal and casualty insurance fields expect and receive the very highest level of technical expertise and customer service.",['Work Conditions/Perks of Employment:\r\n\nExtremely fast-paced office environment\nAggressive daily deadlines\nAppropriate compensation and generous benefits accompany this key role\nCommences with a 6 month probationary contract\nYearly anniversary gift\nAnnual Holiday party and bonus\nSocial Committee events\n3 weeks of vacation (upon permanent employment)'],['Full-time'],['Ontario (GTA)'],ca.linkedin.com/company/mckellar-structured-settlements,@,www.facebook.com/McKellarStructuredSettlementsInc/,"649 Scottsdale Drive, Suite 100, Guelph, Ontario N1G 4T7
recruitment@mckellar.com"
110,3227,McRae Integration,86,"Founded in Toronto in 2003, McRae Integration Ltd. provides control systems and automation, project management, robotic integration and engineering services. Comprised of over 60 highly experienced individuals, we specialize in the brewing, food and beverage, life sciences, consumer products and green energy industries. McRae also provides camera based vision systems, process skids and electrical panel design and construction.  Guardian machine safety solutions, Meridian software and brew.0 are exclusive products offered by McRae.","['McRae is seeking people for the integration group, where they will be responsible for developing PLC/HMI applications, assisting with electrical designs for control panels, installing the applications on site and preparing documentation.\n\r\nWe are also seeking software specialists, who will be tasked with developing and enhancing McRae software products.\n\r\nTravelling within North America may be required.\xa0\xa0If you have a strong desire to learn, coupled with the ability to think and work independently on the job, come see us!']","['Full-time|Co-op', 'Internship']",['Ontario (GTA)'],,@,,"34 Meridian Road, Etobicoke, Ontario M9W 4Z7
416.252.8833
www.mcraeintegration.com"
111,3376,Meltwater,102,"Founded in Oslo in 2001 before moving our headquarters to San Francisco in 2006, Meltwater is the global leader in media intelligence, with over 1,350 employees globally and 25,000 clients. Our innovative products help businesses extract insights from billions of online conversations and articles – we call it Outside Insight. For over fifteen years, Meltwater has maintained a very unique culture, based on a foundation and belief in people and the potential they possess, regardless of experience.","['Sales Consultant', 'Account Manager']",['Full-time'],"['Ontario (GTA)', 'Quebec', 'Western Canada']",www.linkedin.com/company/meltwater-group/,@Meltwater,www.facebook.com/MeltwaterGroup,
112,3407,Mobeewave,179,"Our vision is to enable you to accept money for anything, anywhere from anyone using your phone. At Mobeewave, we’re interested in what’s at the intersection of where mobile meets money and communication meets commerce: people. That’s why we’re revolutionizing the FinTech space by making it possible for anyone to accept money using their phone. Mobeewave’s award-winning team is challenging every aspect of the current mobile payment paradigm.","['We’re digitizing the last sector where cash is still king: the world of in-person peer-to-peer\xa0and micro-merchant transactions.\n\r\nEmbedded Developer', 'Mobile Developer', 'Backend Developer']",['Full-time'],['Quebec'],www.linkedin.com/company/2183970/,@,,
113,3239,Mozzaz,94,"Mozzaz is a digital health company offering mobile patient engagement technology for complex care populations across the health network. Utilizing predictive analytics to personalize ""smart"" interventions and patient experiences, Mozzaz is delivering disruptive technology in mobile health and patient-driven care. The solution is being used by payers and providers with programs in disabilities, behavioural and mental health, and chronic illness across Canada and the US. Headquartered in Waterloo, come join Mozzaz on an exciting journey of expansion and growth.","['Software Developers (mobile and cloud)', 'Product Management', 'Digital Marketing Specialist', 'Sales / Account Executives', 'Customer Success Specialist', 'Office Manager']","['Full-time|Co-op', 'Internship|Contract']","['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/mozzaz-corporation,@mozzaz,,"180 Columbia Street West, Waterloo, Ontario N2L 3L3
Pam Gahir, Manager of Operations
pam@mozzaz.com, 416.619.9231"
114,3406,Mueller Water Products,65,"Mueller Water Products (NYSE: MWA) is committed to sustaining one of Earth’s most precious natural resources: Water. We work with water utilities across North America and globally to provide products and services that make it possible to deliver clean drinking water, monitor demand levels, detect leaks, and manage the water infrastructure with real-time data. Our products help water utilities manage their resources effectively so that future generations will be able to enjoy high quality water from a sustainable source.","['Accelerated Development Program, Rotational Program', 'Software Developer', 'Project Specialist']","['Full-time|Co-op', 'Internship']","['Ontario (GTA)', 'U.S.']",,@,,www.muellerwaterproducts.com
115,3277,Multi-Health Systems Inc.,41,"Multi-Health Systems Inc. (MHS) is a leading developer of innovative scientific assessments and technology solutions. Our Assessments are used in a wide range of critical decision-making processes in every type of industry. MHS incorporates our integrity and values into all that we do. Since 2013 we have been named one of ""Canada’s Best Managed Companies"". In 2016 we received a ""Canada's Most Admired Corporate Culture Award"".","['DevOps Engineer', 'Research Scientist', 'Technica Support Specialist', 'Warehouse Clerk']",['Full-time'],['Ontario (GTA)'],ca.linkedin.com/company/multi-health-systems-inc--mhs,@eiconnection,www.facebook.com/pages/Multi-Health-Systems-Inc/467789856575855,"Gurinder Kaur, HR Coordinator
hr@mhs.com"
116,3256,MultiView Canada,132,"MultiView, the leader in digital publishing solutions for associations and digital marketing solutions for B2B marketers, connects the B2B world. We build digital publications that bring thousands of trade associations together with millions of their members, spanning nearly every industry. And we deliver digital marketing solutions that connect tens of thousands of B2B companies with millions of their customers at every stage of the buying journey.",['Media Sales Specialist (Inside Sales)'],['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",www.linkedin.com/company/multiview/,@MultiView,/www.facebook.com/MultiView,"50 Minthorn Boulevard, Thornhill, Ontario L3T 7X8
Nancy Narcis, HR Manager
nnarcis@multiview.com, 289.695.5489"
117,3282,Natural Resources Canada,168,"Natural Resources Canada (NRCan) seeks to enhance the responsible development and use of Canada’s natural resources and the competitiveness of Canada’s natural resources products. We are an established leader in science and technology in the fields of energy, forests, and minerals and metals, and use our expertise in earth sciences to build and maintain an up-to-date knowledge base of our landmass.",['Alll positions.'],"['Full-time|Summer|Co-op', 'Internship|Contract|Part-time ', ' Casual']","['Eastern Canada', 'Northern Canada', 'Ontario (GTA)', 'Quebec', 'Western Canada']",,@,,
118,3270,Noble Corporation,60,"Noble is a leading wholesale supplier of Plumbing, HVAC, Hydronics, Industrial and Fire Protection products with branches to serve you all across Ontario. We’re proud of our reputation as a supplier you can count on and our unwavering commitment to our customers.",['Branch Manager (part of the Branch Manager Development Program)'],"['Full-time|Co-op', 'Internship']","['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,
119,3370,Ontario Drive & Gear Limited,49,"Founded in 1962, Ontario Drive & Gear Limited operates from 3 facilities, with a total of 150,000 square foot manufacturing footprint in New Hamburg, Ontario. To satisfy the growing demand for its products and innovative developments, ODG has aligned its business strength in two divisions: Gear and Vehicles. The Gear Division ODG has built a solid reputation for the design and manufacture of quality gears and transmissions and ARGO is known as the world leader in amphibious vehicles.","['Positions Available:\xa0 Gear Cutter Set-Up/Operator', 'Gear Grinder Set-Up/Operator', 'General Machinist -\xa0Mechatronics Engineer']",['Full-time'],"['', 'Ontario (excluding GTA)']",,@,,hr@odg.com
120,3315,Ontario One Call,"188






189","Ontario One Call (ON1Call) is the legislated ‘Call Before You Dig’ provider and Regulator for the Ontario Underground Infrastructure Notification Systems Act 2012. ON1Call operates an inbound contact centre which receives and processes requests from anyone who may be digging near underground infrastructure and routes the request to our members. We are also responsible for public education, industry outreach and compliance. Our mandate is defined in Provincial Law and we are governed by a representative Board of Directors consisting of excavators and members.","['Contact Centre Agent', 'Contract (February', 'October)\r\nContact Center Agents will be responsible for the input and processing of locate requests for underground infrastructure, using the ON1Call Application. Agents communicate daily with homeowners, excavators, owners of underground infrastructure and those involved in the excavation process while providing outstanding customer service in damage prevention and public safety. This role reports to the Contact Center Manager.']",['Contract'],"['', 'Ontario (excluding GTA)']",,@ON1Call,www.facebook.com/ON1Call,
121,3289,Operis,21,"Operis is a specialist firm of consultants providing financial modelling expertise and related advisory services to financial institutions involved in major projects and structured financings, including P3s, infrastructure and energy transactions. Headquartered in London, England, Operis was established in 1990 and opened an office in Toronto in 2014 which is growing rapidly. Its involvement in transactions includes building the financial models, auditing those built by others and providing structuring advice. The company comprises some 50 individuals, with 10 based in Toronto.","['Financial Modelling Analyst; reports to\xa0Project Manager\nMain Responsibility:\xa0To provide modelling and analytic expertise for a wide range of model builds, model audits and systems development assignments and related activities.\r\nJob Characteristics:\xa0Building financial models to a specification provided by the Project Manager, Running editing, enhancing populating and fine-tuning models, developing bespoke systems for clients and provision of financial and numerical analysis.']",['Full-time'],['Ontario (GTA)'],www.linkedin.com/company/operis/,@OperisGroup,,
122,3386,Oracle,36,"Oracle offers a comprehensive and fully integrated stack of cloud applications, platform services and engineered systems. With more than 400,000 customers - including 100 of the Fortune 100 - in more than 145 countries, Oracle provides a complete technology stack both in the cloud and in the data center. Oracle’s industry-leading cloud-based and on-premises solutions give customers complete deployment flexibility and unmatched benefits including application integration, advanced security, high availability, scalability, energy efficiency and powerful performance.","['Technical Support Analyst, SuiteCloud, E-commerce and POS', 'Technical Support Analyst, ERP/Accounting']",['Full-time'],"['Ontario (GTA)', 'Ontario (excluding GTA)']",,@,,
123,3362,PCC Aerostructures,156,"Precision Castparts Corp., a Berkshire Hathaway company, is a worldwide, diversified manufacturer of complex metal components and products serving the aerospace, power and general industrial markets. A market leader in manufacturing large, complex structural investment castings, airfoil castings, forged components, aerostructures and highly engineered, critical fasteners for the aerospace and industrial gas turbine markets, and extruded seamless pipe, fittings and forgings for power generation and oil & gas applications. A growing company with over 150 facilities worldwide.","[""Operations Management Development Program (MDP) and Accounting/Finance Development Program (FDP) are two-year rotational programs desinged to develop the future operations and financial leaders of our business by teaching the critical aspects of PCC's manufacturing and business operations so they can effectively influence the future direction of the company.\n\nAlso availble:\n\nMachining Co-ops\nEngineering Co-ops\nQuality Co-ops\nMaintenance Co-ops""]","['Full-time|Co-op', 'Internship']",['Ontario (GTA)'],,@,,"Centra Industries Inc., Division of PCC Aerostructures
24 Cherry Blossom Road, Cambridge, Ontario N3H 4R7
careers@pccaero.ca, 519.650.2828"
124,3326,PCL Constructors Canada Inc.,173,"PCL is a group of independent construction companies that carries out work across Canada, the United States, the Caribbean and in Australia. These diverse operations in infrastructure, heavy industrial and buildings markets are supported by a strategic presence in 31 major centres. Backed by PCL’s 100 year legacy, and with more than four decades of experience in Southwestern Ontario’s dynamic construction market, the Toronto office is PCL’s largest district with more than 600 of the construction industry’s most-talented professionals.","['Engineering Student (Agile)', 'Engineering Student', 'Estimating Student', 'Mechanical and Electrical Engineering Student', 'Renewable Energy Engineering Student (Office)', 'Renewable Energy Engineering Student\xa0(Outside GTA)', 'Virtual Construction']","['Co-op', 'Internship']",['Ontario (GTA)'],www.linkedin.com/company/pcl-construction,@PCLConstruction,www.facebook.com/pclconstruction,"Rosalie Salamone, Talent Acquisition Specialist
905.276.7600"
